Date,Open,High,Low,Close,Adj Close,Volume
1967-06-01,0.241412,0.272230,0.234349,0.255537,0.103656,49177200
1967-07-01,0.254895,0.254895,0.207062,0.208025,0.084471,53343500
1967-08-01,0.208025,0.241412,0.208025,0.237560,0.096464,42947200
1967-09-01,0.239486,0.267094,0.238844,0.256821,0.104285,47386000
1967-10-01,0.256821,0.292776,0.246548,0.283145,0.115099,39832100
1967-11-01,0.283145,0.322311,0.261958,0.317816,0.129193,30312000
1967-12-01,0.317816,0.323595,0.282503,0.283787,0.115360,22427000
1968-01-01,0.282503,0.308185,0.272230,0.291492,0.118637,23420100
1968-02-01,0.294060,0.299839,0.240128,0.240128,0.097732,18416400
1968-03-01,0.240128,0.251685,0.215088,0.215088,0.087541,40688900
1968-04-01,0.217656,0.288924,0.217656,0.282503,0.115166,43687000
1968-05-01,0.282503,0.339004,0.279935,0.336436,0.137152,38118700
1968-06-01,0.336436,0.356339,0.321026,0.323595,0.131917,19098100
1968-07-01,0.323595,0.346067,0.315890,0.323595,0.131917,16742200
1968-08-01,0.323595,0.376243,0.323595,0.368538,0.150239,17715700
1968-09-01,0.368538,0.421187,0.367254,0.380095,0.154950,13666100
1968-10-01,0.380095,0.410914,0.374959,0.390368,0.159295,11758200
1968-11-01,0.390368,0.417334,0.387800,0.408346,0.166631,11252100
1968-12-01,0.412198,0.480256,0.412198,0.436596,0.178329,14620000
1969-01-01,0.434028,0.445585,0.390368,0.430175,0.175706,18066000
1969-02-01,0.430175,0.431460,0.374959,0.384590,0.157087,6306900
1969-03-01,0.382664,0.416050,0.358908,0.408346,0.166790,11252000
1969-04-01,0.408346,0.439164,0.391652,0.425039,0.173784,12692600
1969-05-01,0.425039,0.432744,0.403209,0.412198,0.168534,15145700
1969-06-01,0.410272,0.410272,0.372391,0.385232,0.157508,27333300
1969-07-01,0.387800,0.408346,0.371107,0.389084,0.159240,23400400
1969-08-01,0.394221,0.449437,0.394221,0.434028,0.177635,18922800
1969-09-01,0.434028,0.508506,0.427607,0.493097,0.201810,23750800
1969-10-01,0.485392,0.586836,0.460994,0.577848,0.236709,47872800
1969-11-01,0.577848,0.647189,0.562438,0.636917,0.260906,34478500
1969-12-01,0.631780,0.694059,0.606098,0.688281,0.282133,45478000
1970-01-01,0.688281,0.794861,0.645905,0.728088,0.298450,79509300
1970-02-01,0.731940,0.811555,0.721667,0.758264,0.310820,51942100
1970-03-01,0.753770,0.765327,0.662599,0.757622,0.310556,80891800
1970-04-01,0.757622,0.780736,0.600962,0.662599,0.271605,63856400
1970-05-01,0.662599,0.667735,0.495665,0.595825,0.244234,165308700
1970-06-01,0.595825,0.667093,0.582342,0.602888,0.247129,112509100
1970-07-01,0.602888,0.643337,0.527125,0.527767,0.216337,131588700
1970-08-01,0.527767,0.549597,0.461636,0.536756,0.220021,101275500
1970-09-01,0.536756,0.639485,0.516211,0.605456,0.248182,66251200
1970-10-01,0.604814,0.629212,0.585552,0.618939,0.253709,37242700
1970-11-01,0.618939,0.780736,0.611234,0.770464,0.315820,66446000
1970-12-01,0.770464,0.782663,0.693417,0.726162,0.297660,66932700
1971-01-01,0.726162,0.829532,0.710111,0.816049,0.334506,85408400
1971-02-01,0.816049,0.921346,0.816049,0.912999,0.374247,59807300
1971-03-01,0.963079,1.126161,0.915567,1.037557,0.425304,78808800
1971-04-01,1.045262,1.252003,1.027285,1.160832,0.475835,54619000
1971-05-01,1.160832,1.323913,1.142854,1.246867,0.511102,36201300
1971-06-01,1.253287,1.295663,1.130013,1.171105,0.480046,41584300
1971-07-01,1.171105,1.217332,1.019580,1.046546,0.428989,36950700
1971-08-01,1.046546,1.217332,1.011875,1.176241,0.482152,47210900
1971-09-01,1.176241,1.204491,1.099195,1.113320,0.456360,20382600
1971-10-01,1.113320,1.124877,0.977205,1.110752,0.455307,67545900
1971-11-01,1.110752,1.199355,1.024716,1.199355,0.491627,55777000
1971-12-01,1.199355,1.469017,1.176241,1.412516,0.579003,59670900
1972-01-01,1.412516,1.674474,1.363720,1.628246,0.667433,45059400
1972-02-01,1.628246,1.725838,1.571746,1.712997,0.702173,35471200
1972-03-01,1.715565,1.761793,1.499836,1.633383,0.669538,51464800
1972-04-01,1.637235,1.796464,1.599996,1.715565,0.703226,35870300
1972-05-01,1.715565,2.013478,1.688599,1.903045,0.780075,33105700
1972-06-01,1.903045,1.949273,1.828567,1.915886,0.785339,22913800
1972-07-01,1.915886,2.012194,1.861953,1.955693,0.801656,21074100
1972-08-01,1.959545,2.072547,1.881215,1.928727,0.790603,25366700
1972-09-01,1.928727,1.953125,1.779771,1.831135,0.750599,26369600
1972-10-01,1.831135,1.996785,1.705293,1.995500,0.817973,36379400
1972-11-01,2.008342,2.045581,1.881215,2.044297,0.837976,28958800
1972-12-01,2.046865,2.432096,2.046865,2.432096,0.996938,27303400
1973-01-01,2.439801,2.537393,2.126479,2.190685,0.897982,78307200
1973-02-01,2.190685,2.206094,1.921022,1.972387,0.808499,63881200
1973-03-01,1.972387,2.157298,1.818294,1.921022,0.787444,46125300
1973-04-01,1.921022,2.000637,1.787475,1.823430,0.747441,48778200
1973-05-01,1.823430,2.013478,1.743816,1.820862,0.746388,44173600
1973-06-01,1.797748,1.895340,1.440767,1.576882,0.646378,52190100
